question,gemma3_reply
"Sida ku xusan qoraalka, kuwan soo socda kee baa si sax ah u qeexaya godanka saxanka barafka casriga ah?","The correct answer is **D: La janjeershay (Beveled)**.

The text explicitly states: ""Maadaama gunta safeexaddu xoogaa xoodan tahay, mar hadii safeexaddu dhinac u yara janjeedho, dhinacyada barafka taabanaya sidoo kale way xoodmaan."" This translates to ""Because the edge of the plate is slightly beveled, if the plate tilts to one side, the sides touching the ice also bevel.""

Therefore, the key feature of a modern ice skate blade, according to the text, is that it is beveled.
"
"Sida ku xusan qoraalka, waa maxay habka u oggolaanaya atamka in ay ka takhalusaan tamarta dheeraadka ah ee iftiinka?","The correct answer is **B: Siidaynta fotoonada la qaabeeyay**.

Here's why:

* The passage states: ""Si ay ugu noqdaan heerki tamarta hore, waa in ay iska saaran tamarta cusub ay ka heleen leerka. Waxay sameeyaan tani iyo ku qabanaya iftiinka walax yar oo lagu magacaabo """"footoon"""". Saynis yahanadu nidaamkan waxay u yaqaanaan “nidaamka isdhex galka u soo saaro fotanka” sababto ah atamka wuxuu ku sameeyma iftiinka, uu sababay nidaamka iftiinka fotanka iyo iftiinka noocisa yahay shucaca."" This translates to: ""To return to their initial energy level, they must release the new energy they received from the source. They do this by emitting faint light called a """"photon"""". Scientists call this process the “energy dissipation system through photon emission” because the atom creates light, causing the light photon system and the emitted light with radiation.""

* The passage explicitly mentions that atoms release energy by emitting photons. The process of *emitting* photons is the way they get rid of excess energy.

Let's look at why the other options are incorrect:

* **A: Shucaaca (Radiation):** While photons *are* a type of radiation, the passage focuses on the process of *emitting* photons, not just radiation in general.
* **C: Fotoono (Photons):** Photons are the *result* of the process, not the process itself.
* **D: Kor u qaadida soo daynta shucaaca (Enhancement of radiation emission):** The passage discusses *dissipating* energy, not *enhancing* the emission of radiation.

Therefore, the most accurate option is **B: Siidaynta fotoonada la qaabeeyay (Emitting shaped photons)**, as it correctly reflects the process described in the text. While ""shaped photons"" isn't perfectly translated, it gets the core idea across.
"
Maxaa sababa in atamka uu soo daayo fotoono?,"The correct answer is **C: Heerarka tamarta aan degganayn**

Here's why:

* **The text explains that atoms release photons when they transition to lower energy levels.** This is a fundamental principle of atomic physics. When an atom absorbs energy (like from light), its electrons jump to higher energy levels. However, these higher energy states are unstable.  Electrons eventually fall back to lower, more stable energy levels, and when they do, they release the excess energy in the form of photons.

Let's look at why the other options are incorrect:

* **A: Sii daynta tamarta xad dhaafka ah (Releasing excess energy):** While releasing energy *is* involved, the text specifically mentions transitions *between* energy levels, not just general excess energy.
* **B: Kor u kicida ay sababto iftiinka dhalaalaya (Excitation causes light emission):** Excitation *leads* to the potential for light emission, but it's the subsequent transition to lower levels that *actually* releases the photons.
* **D: Falcelin xun oo shucaac ah (Poor radiation interaction):**  The text discusses the interaction of light *with* atoms to cause energy absorption and subsequent release, so ""poor radiation interaction"" is the opposite of what's happening.



Therefore, **C** is the most accurate answer based on the information provided."
"Sida ku xusan qoraalka, maxaa aakhirka sababi doona in nalka iftiinka uu joojiyo shaqada?","The correct answer is **C: Fiilada gudaha laambada ayaa gubanaysa**.

The text explicitly states: ""Kadib boqolaal saacadood oo shaqo ah fiilada nalka ugu dambayn way gubataa, nalkana ma sii shaqeeyo."" (After hundreds of hours of work, the filament of the bulb eventually burns out, and the bulb no longer works.)

Here's why the other options are incorrect:

*   **A: Laambada nalka oo aan si saxan loo damin:** While not turning off the light can shorten the bulb's lifespan, it doesn't cause it to burn out completely.
*   **B: Saldhigga birta laambada oo kaliya qayb ahaan ku jirta godka:** The position of the metal base doesn't directly cause the filament to burn out.
*   **D: Qulqulka korontada ee godka ayaa hoos u dhacaya:** The electricity flow doesn't decrease; it's the filament *reacting* to the electricity that causes it to burn out.



"
Kuwa soo socda keebaa khatar noqon kara in la taabto marka la bedelayo nalka?,"The correct answer is **B: Daaradamiyaha (The Transformer)**.

Here's why:

The text explicitly states: ""Tani waa sababta oo ah korantada ku qulquleysa godka meesha qaybta biraha ku fadhida ay ku siin karto shoog koronto oo daran haddii aad taabato gudaha galka ama gunta birta inta ay wali qeyb ka tahay godka.""  This refers to the transformer (daaradamiyaha) within the electrical box.  It's the component that holds the electricity even after the main power is cut.

Let's look at why the other options are incorrect:

*   **A: Fiilada (The Wire):** While wires carry electricity, the danger is specifically linked to the *transformer* when it's still live.
*   **C: Saldhigga laambada (The Light Socket):**  The light socket should be de-energized (power off) before working on the switch.
*   **D: Fiilada (The Wire):** Same reason as A. The danger isn't necessarily in the wires themselves, but in the energized transformer.



"
"Sida ku xusan qoraalka, maxaa dhacaya marka xudunta la kala qaybiyo?","The correct answer is **B: Tamar ayaa la sii daayaa**.

The passage states: ""Kala qayb samida bu'da waxay ku shaqaysaa xeer ah inay qaadato tamar si ay isugu keento bu'da borotoono iyo niyuutaroono badan. Wa sidii gaari culus oo buur kor loogu riixayo oo kale...Bu’da ayaa kala qaybsamaysa oo sii daynaysa waxooga tamar ah.""

The passage explicitly mentions that energy is released when the nucleus is split.
"
Midkee ka mid ah kuwan soo socda oo ka tarjumaya wicitaanada masaafo dheer ee dhulka,"The correct answer is **B: dayax-gacmeedyada (rockets)**.

Here's why:

* The passage explicitly states: ""Markaad wacdo qof kumanaan mayl kuu jira, waxaad isticmaalaysaa dayax-gacmeed."" (When you call someone thousands of miles away, you use a rocket.)

Let's look at why the other options are incorrect:

* **A: Teleskoobka (Telescopes):** Telescopes are used to *observe* things far away, not to transmit signals over vast distances.
* **C: Iftiinka (Light):** While light is used for communication (like radio waves), the passage highlights that rockets are the method used to *send* the signal over long distances.
* **D: Gantaallo (Satellites):** While satellites *receive* signals and relay them, the passage states that rockets are used to *initiate* the long-distance communication.



"
Kuwan kee baa loo isticmaalaa in lagu dajiyo teleskoobka bannaanka fog?,"The correct answer is **B: Gantaallo (Rockets)**.

Here's why:

* The passage explicitly states, ""Waxa ay qaadaneysa gataal cabirkiisu yahay 100 fiit jooga in saterleyd ama talescope hada la geeyo."" This translates to ""It is taking a carrier that is 100 feet long to bring the satellite or telescope.""  The only practical way to get something that heavy into space is with a rocket.
* The other options are incorrect:
    * **A: fallaaraha iftiinka (Light beams):**  Light beams aren't used to launch objects into space.
    * **C: Jawiga guud ee dhulka (Earth's atmosphere):** The atmosphere is what telescopes *try* to avoid, not use for launching.
    * **D: Dayax-gacmeedyada dhulka ka sarreeya 100 cagood (Earth-based rockets 100 feet high):**  A rocket that's only 100 feet high wouldn't have the power to reach orbit.

Therefore, rockets are the mechanism described in the passage for delivering the telescope into space."
Maxaa loo baahan yahay in la xusuusnaado oo ku saabsan dhacdo xilliyeedka si loo daba galo socodka waqtiga?,"The correct answer is **B: Ku celcelinta (Repetition)**.

Here's why:

The passage states: ""Waxaad waqtiga socdo ku qiyaasi kartaa indha indhaynta wax soo noqnoqdo. Wax soo noqnoqdo ayaa ah wax si joogto ah dhaco oo hadana dhaco.""  This directly links the perception of time to **repetition** - things happening regularly and consistently.

Let's look at why the other options aren't the best fit:

*   **A: Muddada (Duration):** While duration is *part* of how we measure time, the passage emphasizes the *perception* of time through repeated events.
*   **C: Saamayn (Impact):** The passage mentions that time affects everything, but it's not the key to understanding the *flow* of time itself.
*   **D: Adag (Difficulty):** The passage acknowledges that time is hard to understand, but this isn't something to *remember* to grasp its flow; it's a characteristic of time itself.

Therefore, **repetition** is the most relevant concept to remember when trying to understand the flow of time, according to the passage.
"
"Sida ku xusun qoraalka, dhinacee ka mid ah dhacdada ee isticmaala wakhti si loo barbardhigo?","The correct answer is **A: Dhererka (Duration)**.

The passage states: ""Waqtigu isna sidoo kale waa sida aynu muddaynta (dhererka) dhacdooyinka isu barbar dhigno."" This directly translates to ""Time is also how we compare the duration of events.""

Let's look at why the other options are incorrect:

* **B: Ku celcelinta (Repetition):** While repetition is mentioned as a way to measure time (by observing recurring events), it's not the *direct* thing that time is used to compare *with*.
* **C: Khibrada (Experience):** Experience is not directly mentioned as a way time is used to compare events.
* **D: Saamayn (Impact):** The impact of events is a result of time passing, but the passage doesn't state that time is used to *compare* events based on their impact.



"
"Sida ku xusan qoraalka, kuwan soo socda kee baa loo arkaa mid caadi u ah dhaxalka carshiga?","The correct answer is **B: Ka tagida jaamacada si ugu biiro ciidamada.**

Here's why:

The passage states that traditionally, those who come from royal families go directly to the military after school. Charles deviated from this tradition by attending university. Therefore, going directly to the military is the *normal* path.

Let's look at why the other options are incorrect:

*   **A: Helitaanka 2:2 darajo (Getting a 2:2 degree):** While Charles obtained a degree, a 2:2 degree is described as a lower-level grade, making it unusual for someone expected to immediately join the military.
*   **C: Barashada Taariikhda (Studying History):** Studying history is not inherently unusual.
*   **D: Aadista jaamacada kahor intusan ku biirin ciidanka (Attending university before joining the military):** This is exactly what Charles did, making it an exception, not the norm.



"
"Iyada oo lagu salaynayo xogta lagu xusay mariska, Charles wuxuu ahaa kii ugu horreeyay ee sameeyo maxay?","The correct answer is **C: Qaadashada shahaado digrii ah**.

The passage states: ""Charles waxa uu ahaa xubinkii ugu horeeyay ee qoyska Boqortooyada Ingiriiska ka mid ah ee la siiyo shahaado jaamacadeed."" (Charles was the first member of the British Royal Family to be awarded a university degree.)
"
Dalkee ayay ka yimaaddeen maraakiibta Trygvasson?,"The correct answer is **D: Noorwiij**.

The text states that Olaf Trygvasson was a Norwegian who was trying to reclaim his kingdom from the Danes. Therefore, his ships came from Norway.
"
"Taariikhda waqti intee le,eg bay Jarmalku ku sameeyeen Istooniyanka saameyn dhaqameed xooggan?","The answer is **C: Qiyaastii 600 oo sano ka hor (Approximately 600 years ago)**.

The text states ""Qarniga 15aad"" which translates to the 15th century.  If the text is referencing a period in the 15th century and the impact is described as a ""bilowguu ilbaxnimada"" (the beginning of dominance), it implies a significant period of influence leading up to that point.  The 15th century is roughly 600 years ago (as of late 2023). The other options are too far off.
"
Luqada Istooniyaanka waxaa saameeyay maxay?,"The correct answer is **B: Xarfaha Jarmalka**.

The text explicitly states that German priests created the Estonian alphabet, adding the letter ""Õ/õ"" to it. It also mentions many words were borrowed from German. Therefore, the German alphabet is the primary influence.
"
"Sida ku xusan qoraalka, tirada dadka ku hadla afka Hindiga ayaa isbedbedelaya iyadoo lagu salaynayo qodobkee?","The correct answer is **A: Haddii lahjadaha Hindiga la midka ah la tiriyo** (If the dialects of Hindi are counted together).

The passage explicitly states: ""Tirada dadka luuqadda u dhashay way kala duwan tahay iyadoo ay ku xiran in la tiriyo lahjadaha aadka ugu dhow ama in kale."" (The number of native speakers varies depending on whether you count the closely related dialects or not.)  This directly links the varying estimates to the inclusion or exclusion of different Hindi dialects.
"
Kuwa soo socda kee baa weedh run ah oo ku saabsan luuqadaha Hindiga iyo Urduuga?,"The correct answer is **B: Waxay ku kala duwan yihiin qoraalka (They differ in script)**.

Here's why:

* The passage explicitly states: ""Afka Hindiga iyo Urduga ayaa ereyadooda aad isugu dhaw laakin ku kala duwan qoraalka"" (Hindi and Urdu have very similar words but differ in script).

Let's look at why the other options are incorrect:

* **A: Inta badan waxaa jira kala go'a u dhexeeya ku hadlayaasha labada luuqadood (There is usually a distinction between speakers of both languages)** - The passage says speakers *can* understand each other in everyday conversation.
* **C: Waxay ka mid yihiin ereyada iyo qoraalka labadaba (They are the same in both words and script)** - This is directly contradicted by the passage.
* **D: Way ku kala duwan yihiin ereyada (They differ in words)** - While there are differences in vocabulary, the passage emphasizes the similarity in words.



"
Midkee ka mid ah kuwan soo socda ee aan xaqiiqada saxda ahayn ee ku saabsan alifbeetada Hangeul?,"The correct answer is **C: Waxaa alifay Boqorkii afaraad ee Joseon Dynasty.**

Here's why:

* **The passage states:** ""Boqor Sejong waa boqorkii afraad ee Boqortooyadii Joseon..."" This means Sejong was the *fourth* king, not the *last*.
* **The passage also states:** ""Alifbeetada waxa la ikhtiraacay 1444 xilligii Boqor Sejong..."" which confirms he invented it.
* **The passage explicitly says:** ""Markii hore alifbeetada Hangeul waxa uu baxshay Hunmin Jeongeum..."" which confirms the original name.
* **The passage states:** ""Hanguel waa alifbeetada keliya ee si ula kac ah loo iqtiraacay..."" which confirms it was deliberately created.

Therefore, option C is incorrect because it misidentifies King Sejong's position in the Joseon Dynasty.
"
Alifbeetada Hunmin Jeongeum aakhirkii noocee ayaa loo badalay?,"The correct answer is **B: Hangeul**.

The text states: ""Markii hore alifbeetada Hangeul waxa uu baxshay Hunmin Jeongeum..."" This means Hunmin Jeongeum is the original name, and it later evolved into Hangeul.
"
"Sida ku xusan qoraalka, luqadahee ayaa Sanskrit ay saamaysay?","The correct answer is **A: Luuqadaha Laatiinka**.

The text explicitly states: ""Sanskrit waa luuqad qadiiimi waxayna u dhigmi kartaa luuqadda Laatinka ee lagaga hadlo Yurub."" (Sanskrit is an ancient language and can be compared to the Latin language spoken in Europe.) This indicates that Sanskrit influenced Latin.
"
"Sida ku xusan qoraalka, adeegsiga luuqada Sanskrit waa uu is dhimay maxaa sababay?","The correct answer is **D: Kala sareynta (decline)**.

The passage explicitly states: ""Isku-gaynta Upanishads-ka kadib, Sanskrit wuu baaba'ay darajo-saraysiinta awgeed."" This translates to ""After the compilation of the Upanishads, Sanskrit began to decline in prestige.""  ""Decline in prestige"" is best understood as a decline in usage and importance, or ""decline"".
"
"Sida ku xusan qoraalka, kuwan soo socda kee ayaa bayaan saxa oo ku saabsan cufjiidadka Io?","The correct answer is **A: Cufjiidadka dhulku wuxuu kugu soo jiidan doonaa wax ka yar cufjiidadka Io**.

Here's why:

* The text explicitly states that on Io, your weight would be significantly less (36 pounds for a 200-pound person) because the gravitational pull is weaker.
* This means Io's gravity is *less* than Earth's gravity.
* Therefore, Earth's gravity (which is what would be pulling on you) is stronger than Io's gravity.



Let's look at why the other options are incorrect:

* **B: Cuf-jiidadka Io ayaa in ka badan soo jiidaya, waana sababta aad u miisaan yaraan lahayd:** This is incorrect because Io's gravity is *less* and would *reduce* your weight, not increase it.
* **C: Cuf-jiidadka Io ayaa in ka badan soo jiidaya, taas oo ah sababta aad u miisaan badan lahayd:** This is incorrect for the same reason as B.
* **D: Cufjiidadka dhulku wuxuu kugu soo jiidan lahaa wax ka badan cufjiidadka Io:** This is incorrect because the text states Earth's gravity is *less* than Io's gravity.



"
"Marka loo eego qoraalka, keebaa weedhahan soo socda si sax ah u qeexaya lakabka sare ee Dayaxa?","The correct answer is **A: Dhinaca dhow ayaa leh qolof ka sii dhumuc weyn** (The near side has a thicker crust).

Here's why:

The text states: ""lakabka Dayaxaa waxaa loo yaqaanaa qeybta adag, Dhumucda qolafta ee dhanka dhow waa ku dhawaad 70 km dhanka durugsana waa 100 km."" (The Moon's crust is the hard part, the thickness of the crust on the near side is about 70 km, and on the far side it is 100 km).

This directly supports option A.  The text explicitly mentions the near side having a thinner crust (70km) compared to the far side (100km). Options B, C, and D are incorrect because they contradict the information given in the passage.
"
"Sida ku xusan qoraalka, halkee ayaa qolofta dayaxa ugu dhumuc badan tahay?","The correct answer is **A: Dhinaca dhow**.

The text states: ""Dhumucda qolafta ee dhanka dhow waa ku dhawaad 70 km dhanka durugsana waa 100 km."" This translates to ""The thickness of the shell on the near side is almost 70 km, on the far side it is 100 km."" Therefore, the shell is thickest on the near side.
"
"Sida ku xusan qoraalka, kuwan soo socda keebay dad gaar ah aaminsan yihiin?","The correct answer is **C: Noloshu waxay ka jirtaa meerayaasha kale**.

Here's why:

* The passage explicitly states: ""...dad qaarkooda ayaa isweydiiyo waxa dibadda ka jiro kuwa na waxay aaminsan yihiin in noolaha shisheeye ama noola kale ku nool yihiin meel kale."" (some people wonder what is out there and believe that alien life or other life exists elsewhere).

Let's look at why the other options are incorrect:

* **A: Dadku waxa ay u safreen xiddigo kale:** The passage says it's a dream for humanity, not a current reality.
* **B: Dadku ma awoodaan inay sahamiyaan adduunyo kale:** The passage discusses the possibility of future exploration.
* **D: In ka yar tirilyoono mayl ayaa u dhexeeya xiddigaha:** The passage states that stars are ""kumanaan bilyan oo mayl xidigyada waa daris"" (thousands of billions of light-years apart).



"
Maxaa sii dhumuc yaraada markasta aad ka sii durugto bartmaha qorraxda?,"The correct answer is **C: Gaaska**.

The passage states: ""Gaastu way khafiifaysa markasta oo aad bu'da qorraxda ka sii durugto."" This translates to: ""Gas becomes lighter as you move further from the sun's core."" Therefore, gas is what decreases in density as you move outwards.
"
"Sida ku xusan qoraalka, qaybtee ka mid ah qorraxda ayaa laga arki karaa dhulka?","The correct answer is **C: footosfeerka (footosphere)**.

The text explicitly states: ""Qaybta sare ee aynu aragno markaynu eegno qorraxda waxa la dhahaa footosphere, taasoo la macno ah """"kubbad ilaysa""""."" which translates to ""The upper part that we see when we look at the sun is called the photosphere, which means 'shining ball'.""
"
Midkee ka mid ah indho-indhaynta soo socota ayaa gacan ka geysatay xaqiijinta aragtida Copernicus?,"The correct answer is **A: Marxaladaha meeraha Venus (Phases of Venus)**.

Here's why:

* **The passage explicitly states:** Galileo observed that Venus had phases like the moon, which could only be explained if Venus orbited the Sun, not the Earth. This observation directly supported Copernicus's heliocentric model.

Let's look at why the other options are incorrect:

* **B: Gudbitaanka meeraha Venus (Motion of Venus):** While the motion of Venus was also relevant to the heliocentric model, the passage doesn't mention it as a key factor in Galileo's findings or the confirmation of Copernicus.
* **C: Isku ekaanshaha Qorraxda iyo meeraha Venus (Equality of the Sun and Venus):** This isn't a standard astronomical term related to the debate between geocentrism and heliocentrism.
* **D: Isku ekaanshaha Qorraxda iyo Dayaxa (Equality of the Sun and Earth):** This option doesn't accurately reflect the core issue. The debate was about whether the Earth or the Sun was at the center of the solar system, not about their equality.



"
Kuwa soo socda kee buu arkay Galileo Galilei 1610kii?,"The correct answer is **B: Marxaladaha meeraha Venus**.

The text states: ""Ilaa sadax kuno sano kadib, 1610, xidag barte Galileo Galilei ayaa waxa uu ku ogaaday telescope in Venus uu leeyahay wajiyo kala duwan, sida bisha oo kale."" This translates to: ""Until three thousand years later, in 1610, Galileo Galilei, using a telescope, discovered that Venus had different phases, like the moon.""  Phases are the different appearances of a planet as viewed from Earth, and these are caused by the planet reflecting different amounts of sunlight as it orbits the Sun.
"
"Sida ku xusan qoraalka, halkee ayuu webiga Amazon ka soo ururiyaa biyaha?","The correct answer is **A: Wabiyaasha ka yar-yar**

The text states: ""Wuxu biyaha ka soo uruuriyaa kumanaan webi oo yaryar."" which translates to ""It collects water from thousands of smaller rivers.""
"
Abaalmarintee ayaan loo nisbayn webiga Amazon?,"The correct answer is **A: Waa webiga labaad ee ugu dheer**.

The passage explicitly states: ""Wabiga Amazon waa midka labaad ee ugu dheer uguna weyn aduunka."" (The Amazon River is the second longest and largest river in the world.)

While it's also described as the largest by volume and the widest, the question asks for a *primary* attribution. The passage leads with its length ranking.
"
Waa kuwee laynka shaqo ee lagu sheegay qoraalka ee shaqaaleeya tirada ugu yar ee reer Venezuela?,"The correct answer is **A: Beeraha**.

The text states: ""Saddexdi muwaddin oo Venezuela oo shaqayso labo ayaa ka shaqayso qaybta adeega, afartiiba hal ayaa ka shaqeeyaa warshadaha, shantiiba meel na waxay ka shaqeeyaan **beeraha**."" This translates to: ""Three Venezuelan citizens working in service are two, four work in industry, and five work in **farms**.""
"
"Sida ku xusan qoraalka, waa kuwee waaxaha soo socda ee shaqaaleeya tirada ugu badan ee reer Venezuela?","The correct answer is **A: Khidmad (Service)**.

The text states: ""Saddexdi muwaddin oo Venezuela oo shaqayso labo ayaa ka shaqayso qaybta adeega..."" which translates to ""Three Venezuelan citizens working, two are working in the service sector..."" This indicates that the service sector employs the largest number of Venezuelan workers mentioned in the text.
"
"Sida ku xusan qoraalka, maxay isku-dhafku u oggolaanaysa xiddigaha in ay sameeyaan?","The correct answer is **C: Bixinta iftiin iyo kulayl**.

The passage states directly: ""Xidigaha waxa sameyaan iftiin iyo kulayl sababtoo ah enerjiga sameysmo marka unugyada hydrogen-ka ay ku milmaan unug yada culus."" (Stars produce light and heat because energy is released when hydrogen atoms fuse with heavier atoms.)

The other options are incorrect:

* **A: Samaysanka walxo ka culus** (The creation of heavier matter) - While fusion *creates* heavier elements, the primary product of the energy release is light and heat.
* **B: Dhisida haykal isku dhafeed** (Building a composite structure) - The passage doesn't discuss star formation or structures.
* **D: Abuuritanka atam hydrogen ah** (Creating hydrogen atoms) - Fusion is the *process* where hydrogen atoms *fuse*, not created.



"
Midkee ka mid ah kuwan soo socda ayaa abuuri kara haykal isku dhafeed ?,"The correct answer is **C: Atomyada (Atoms)**.

Here's why:

* **The passage explains that stars produce energy through nuclear fusion, where light elements (like hydrogen) combine to form heavier elements.** This implies that atoms are the fundamental building blocks that undergo fusion.
* **Atoms are the basic units of matter and can combine in various ways to form molecules and complex structures.**  This is crucial for creating a fusion reactor.
* **Hydrogen (A) is a fuel source for fusion, but not the building block of the structure itself.**
* **Stars (B) are the *result* of fusion, not the components used to *create* the structure.**
* **Energy (D) is the *outcome* of fusion, not the component used to build the reactor.**

Therefore, the passage implies that manipulating and controlling atoms is the key to building a fusion reactor, making atoms the best answer.
"
Waa maxay samaysanka kiimiko ee biyaha?,"The correct answer is **C: Labo atam oo hydrogen ah iyo labo atam oo oksijiinta ah**.

The passage states: ""Curiyaha biyuhu wuxu ka kooban yahay laba atom oo haydarajiin ah iy mid ogsajiin ah.""  This translates to ""The element of water is composed of two hydrogen atoms and one oxygen atom."" Therefore, the chemical formula is H₂O.
"
"Marka ay qaabka biyuhu baddelmaan, maxaa siduu ahaa sii ahaadaa?","The correct answer is **A: Qaab-dhismeedka molecular (Molecular structure)**.

Here's why:

The passage explicitly states: ""In kastoo laga yaabo in muuqaalkood jirku beddelmo, qaabkiisa kiimikaad sideeda ayuu ahaadaa."" This translates to: ""Although its physical appearance may change, its chemical composition remains the same.""  The chemical composition refers to the arrangement of atoms (the molecular structure).

Let's look at why the other options are incorrect:

* **B: Cufnaanta (Density):** The passage says the density changes (e.g., gas vs. liquid), but the *molecular structure* stays the same.
* **C: Xaalada jireed (Physical state):**  The passage mentions different physical states (gas, liquid, solid), but the core *molecular structure* doesn't change.
* **D: Nitrojiin dareeraha ah (Liquid nitrogen):** The passage uses liquid nitrogen as an *example* of a substance that changes state, but it's not the answer to what remains constant during a state change.



"
"Sida ku xusan qoraalka, kuwan soo socda kee baan ahayn arrinka ku saabsan saddex iyo toban ka gobol markii ay isku dayeen inay soo rogaan sharciyo cayiman?","The correct answer is **C: Wax-ka-beddelka u baahan oggolaanshaha wadajirka ah** (The need for unanimous consent for amendments).

Here's why:

* The passage states that the states were struggling to agree on laws and that the federal government had lost the power to levy taxes due to lack of a unified nation. This implies a lack of cooperation and difficulty in reaching consensus.
* Option C directly addresses the challenge of achieving unanimous consent, which would further exacerbate the difficulty in passing laws and creating a unified system.
* The other options are directly mentioned in the passage:
    * **A: Kormeero culus oo ka imaanaya maamulada gobolka** (Heavy oversight from state governments) - The passage mentions states not cooperating and hindering federal law.
    * **B: Awood la'aan ka dhex jirta Kongareeska** (Lack of power within Congress) - This is explicitly stated in the passage.
    * **D: Fulin qaran oo aan jirin** (Lack of national enforcement) - The passage mentions the difficulty in enforcing laws and the lack of a unified nation.



"
"Sida ku xusan qoraalka, weedhee baa si sax ah uga tarjumaysa xaaladdii dawladdii dhexe ee dagaalkii Kacaanka?","The correct answer is **C: Wakiilada gobolka waxaa ka maqnaa joogitaan muuqda.**

Here's why:

* **The passage explicitly states:** ""...dadka matalaayay oo mar badan iska maqnaayeen."" This directly indicates a lack of consistent representation and engagement from the states in the federal government during the War of Independence.

Let's look at why the other options are incorrect:

* **A: Canshuuraha waxaa meelmariyay Congress ka iyo maamulka gobolka:** The passage states Congress *lost* the power to levy taxes.
* **B: Wax ka beddelka qodobbada waxay ku tiirsanaayeen awoodda Congresska:** The passage states Congress *lost* its power to amend clauses.
* **D: Dawladdii dhexe waxay ka koobnayd laba qaybood oo waaweyn:** The passage doesn't mention the structure of the federal government beyond its weakened state.



"
Sidee loo qoray erayada ku yaal dhabarka dambe ee ku dhawaaqista madax-bannaanida?,"The correct answer is **C: Kor iyo hoos (Upside down)**.

The passage states: ""Gadaasha Bayaanka Xornimada waxa ku qornaa kelmadaha “ Bayaanka Xornimada Asalka ah waxa uu ku taariikhaysan yahay 4ta Luulyo 1776”. Qoraalku waxa uu ka muuqda gunta dukumeentiga, waana maqluub."" This translates to: ""On the back of the Declaration of Independence are the words 'The original Declaration of Independence is dated July 4, 1776'. The writing appears on the back of the document, and it is upside down.""

Therefore, the words were written upside down.
"
Singapore waxa lagu yaqanaa kuwan soo socda midkee?,"The correct answer is **D: Bandhiga farshaxanka (Showcase of horticulture)**.

Here's why:

The passage highlights the Singapore Botanic Gardens and the Vanda Miss Joaquim orchid being made the national flower. This strongly suggests Singapore is known for its horticultural achievements and showcases of plants and flowers. 

Let's look at why the other options are less likely:

*   **A: Magaalada cagaarka (City of spices):** While Singapore has a history with spices, it's not the primary defining characteristic mentioned in the text.
*   **B: Socodka (Hiking):** The text doesn't mention hiking as a prominent feature.
*   **C: Ciyaaraha tamashlaha (Touring/Travel):** While Singapore is a tourist destination, the focus of the passage is on its botanical gardens.



"
Maxay tahay Vanda Marwo Joaquim?,"The correct answer is **B: Ubax**. 

The text states that Vanda Miss Joaquim is a **sun orchid hybrid**.
"
"Sida ku xusan qoraalka, maxay tahay tayada Ahraamta Giza aysan u badnayn in ay la yaabaan Boqortooyada Cusub ee Masaarida?","The correct answer is **D: Qaab dhismeedkooda (Their construction)**.

The text explicitly states: ""Ahraamta Giza waligood lagama wacnaan dhanka xajmiga iyo wacnaansha tignikaal ahaaneed kuna saabsan hab dhismeedkeeda."" This translates to ""The Giza pyramids were never admired in terms of size and technical soundness, and regarding their construction method.""

Therefore, the reason they weren't admired by the New Kingdom Egyptians was their **construction method/design**.
"
"Sida ku xusan qoraalka, halkee bay kasoo socdaalaan xoolaha daaqa iyagoo soo roob raacaya?","The correct answer is **B: Buuraha gaagaaban ee waqooyi**.

The passage states: ""...ysoo raacayo roobka. intaa kadib waxaa usoo laabneysa waqooyiga adigo maryaa galbeed, mar kaleeto waxaad ka gudbeysa wabiga Mara kadib xili roobadka Abriil meelahas."" This indicates they start in the northern hills.
"
"Sida ku xusan qoraalka, aaggee bay xoolaha daaqa ka baxaan waqti ku dhow Abriil?","The correct answer is **C: Wabiga Mara**.

The passage states: ""intaa kadib waxaa usoo laabneysa waqooyiga adigo maryaa galbeed, mar kaleeto waxaad ka gudbeysa wabiga Mara kadib xili roobadka Abriil meelahas."" This translates to ""then it returns to the north, heading west, crossing the Mara River again after the rainy season in April.""
"
Hawlgalka Sealion wuxuu ahaa duullaan lagu qaaday waddankee?,"The correct answer is **B: Ingiriiska**.

The text states: ""Jarmalku bilaabay inuu isu diyaariyo inuu weeraro jasiiradda Ingiriiska. Jarmalku weerarku wuxu kood ahaan ugu baxshay """"Hawlgalka Sealion"""". "" (Germany began to prepare to attack the island of England. Germany's attack was called ""Operation Sealion"".)

Therefore, Operation Sealion was an attack planned against **England (Ingiriiska)**.
"
Muxuu Jarmalku ku tilmaamay weerarkii Britain?,"The correct answer is **B: Howlgalkii sealion**.

The passage states: ""Jarmalku weerarku wuxu kood ahaan ugu baxshay """"Hawlgalka Sealion""""."" which translates to ""The German attack was called """"Operation Sealion"""".""
"
